title,description,recipeLink,keywords,ratingCount,ratingValue,recipeCategory,recipeCuisine,keywords_merged,recipeCategory_merged,recipeCuisine_merged,soup,imageLink
Mozzarella chicken with butter bean mash,"Boneless chicken breasts browned in a pan then covered in a rich tomato sauce with onions and herbs and topped with mozzarella make a delicious supper. Served with butter bean mash and salad, it provides a healthy and satisfying meal. 

With a GI of 36 this meal is <a href=""https://www.bbc.co.uk/food/diets/high_protein_low_GI_diet"">high protein, low GI</a> and provides 472 kcal per portion.",https://www.bbc.co.uk/food/recipes/mozzarella_chicken_with_82882,"500-calorie dinners, better for you carbs, calcium rich, easy healthy christmas, healthy mediterranean , foods for energy, high-protein low-gi meat, high protein-low gi, high protein, low gi day 1, healthy diet plans, chicken breast, butter beans, egg free, gluten free, healthy, nut free",20.0,4.2,Main course,,500-caloriedinners betterforyoucarbs calciumrich easyhealthychristmas healthymediterranean foodsforenergy high-proteinlow-gimeat highprotein-lowgi highprotein lowgiday1 healthydietplans chickenbreast butterbeans eggfree glutenfree healthy nutfree,maincourse,nan,maincourse nan 500-caloriedinners betterforyoucarbs calciumrich easyhealthychristmas healthymediterranean foodsforenergy high-proteinlow-gimeat highprotein-lowgi highprotein lowgiday1 healthydietplans chickenbreast butterbeans eggfree glutenfree healthy nutfree,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/mozzarella_chicken_with_82882_16x9.jpg
Beef goulash soup (Gulyas leves),"This is a main meal soup � a soup for heroes. Don�t be scared by the amount of paprika � it works, we promise you.",https://www.bbc.co.uk/food/recipes/beef_goulash_soup_gulyas_16159,"easy ways to cook game, hairy bikers' comfort food, hygge food, egg free, nut free, pregnancy friendly, Hairy Bikers' Bakeation",14.0,4.9,Main course,East European,easywaystocookgame hairybikers'comfortfood hyggefood eggfree nutfree pregnancyfriendly hairybikers'bakeation,maincourse,easteuropean,maincourse easteuropean easywaystocookgame hairybikers'comfortfood hyggefood eggfree nutfree pregnancyfriendly hairybikers'bakeation,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/beef_goulash_soup_gulyas_16159_16x9.jpg
Macaroni cauliflower cheese ,"Mac and cheese is a winner with most families - this one contains hidden vegetables as an added healthy bonus.

Equipment and preparation: For this recipe you will need a hand-held blender or food processor to make the sauce. 
",https://www.bbc.co.uk/food/recipes/macaroni_cauliflower_53315,"vegetarian pasta bakes , clever cauliflower, easy hidden veg dinners, easy pasta, easy pasta bakes, five-a-day favourites, half-term hits, lighter italian, macaroni, make and freeze, everyday vegetarian, recipes for fussy eaters, surprising ways with cauliflower, veggie comfort food, veggie family favourites, veggie traybakes, easy family dinners, student food, macaroni cheese, cauliflower, macaroni, cheddar, nut free, pregnancy friendly, vegetarian",14.0,4.3,Main course,American,vegetarianpastabakes clevercauliflower easyhiddenvegdinners easypasta easypastabakes five-a-dayfavourites half-termhits lighteritalian macaroni makeandfreeze everydayvegetarian recipesforfussyeaters surprisingwayswithcauliflower veggiecomfortfood veggiefamilyfavourites veggietraybakes easyfamilydinners studentfood macaronicheese cauliflower macaroni cheddar nutfree pregnancyfriendly vegetarian,maincourse,american,maincourse american vegetarianpastabakes clevercauliflower easyhiddenvegdinners easypasta easypastabakes five-a-dayfavourites half-termhits lighteritalian macaroni makeandfreeze everydayvegetarian recipesforfussyeaters surprisingwayswithcauliflower veggiecomfortfood veggiefamilyfavourites veggietraybakes easyfamilydinners studentfood macaronicheese cauliflower macaroni cheddar nutfree pregnancyfriendly vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/macaroni_cauliflower_53315_16x9.jpg
Chunky halloumi chips ,"These halloumi fries have a light, crisp outer shell and the halloumi goes all gooey and creamy as it warms up. With this garnish, fries just got exotic!
",https://www.bbc.co.uk/food/recipes/halloumi_chips_93711,"quick, festival, street food, vegetarian summer, veggie fast food , father's day, mother's day, new year and hogmanay, party food, chips, halloumi, nut free, pregnancy friendly, vegetarian, Nadiya's Party Feasts",14.0,4.6,Side dishes,Turkish and Middle Eastern,quick festival streetfood vegetariansummer veggiefastfood father'sday mother'sday newyearandhogmanay partyfood chips halloumi nutfree pregnancyfriendly vegetarian nadiya'spartyfeasts,sidedishes,turkishandmiddleeastern,sidedishes turkishandmiddleeastern quick festival streetfood vegetariansummer veggiefastfood father'sday mother'sday newyearandhogmanay partyfood chips halloumi nutfree pregnancyfriendly vegetarian nadiya'spartyfeasts,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/halloumi_chips_93711_16x9.jpg
Asparagus soup,Make the most of the short asparagus season with this simple yet delicious asparagus soup. ,https://www.bbc.co.uk/food/recipes/asparagussoup_83241,"quick, 4-ingredient soups, easy asparagus, spring soups, spring st george's menu, step into spring, summery vegan, super spring vegetables, using fridge vegetables, dinner party, spring recipes , summer dinner, veganuary, vegetable soup, asparagus, egg free, gluten free, nut free, pregnancy friendly, vegan, vegetarian, spring, summer, Ready Steady Cook",20.0,4.9,Light meals & snacks,,quick 4-ingredientsoups easyasparagus springsoups springstgeorge'smenu stepintospring summeryvegan superspringvegetables usingfridgevegetables dinnerparty springrecipes summerdinner veganuary vegetablesoup asparagus eggfree glutenfree nutfree pregnancyfriendly vegan vegetarian spring summer readysteadycook,lightmeals&snacks,nan,lightmeals&snacks nan quick 4-ingredientsoups easyasparagus springsoups springstgeorge'smenu stepintospring summeryvegan superspringvegetables usingfridgevegetables dinnerparty springrecipes summerdinner veganuary vegetablesoup asparagus eggfree glutenfree nutfree pregnancyfriendly vegan vegetarian spring summer readysteadycook,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/asparagussoup_83241_16x9.jpg
Duck cottage pie (Parmentier de confit de canard),"Tom Kevill-Davis wrote a book called The Hungry Cyclist and he�s married to Aude Bonnetain, whose family makes excellent Burgundy in Auxey-Duresses. Her food is exceptional and a standout dish among the loyal grape pickers, who return year after year, is parmentier de confit de canard or duck cottage pie. Unctuous, filling and restorative, it has legendary status among the team.",https://www.bbc.co.uk/food/recipes/duck_cottage_pie_32748,"french comfort food, dinner party, cottage pie, duck, egg free, gluten free, nut free, Rick Stein�s Secret France",16.0,4.6,Main course,French,frenchcomfortfood dinnerparty cottagepie duck eggfree glutenfree nutfree rickstein�ssecretfrance,maincourse,french,maincourse french frenchcomfortfood dinnerparty cottagepie duck eggfree glutenfree nutfree rickstein�ssecretfrance,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/duck_cottage_pie_32748_16x9.jpg
Easy no bake cheesecake,"When you just don't have the energy to mess about with baking, an easy cheesecake is a make-ahead wonder. You can swap in all kinds of toppings for this cheesecake - fresh berries, a shop-bought fruit compote, or other chopped up chocolate bars.",https://www.bbc.co.uk/food/recipes/easy_no-cook_cheesecake_89811,"baking with children, easy dessert, egg-free children's party, flour-free baking, kid's party, no-bake cheesecakes, birthday party, father's day, party food, cheesecake, cream cheese, egg free, nut free, pregnancy friendly, vegetarian",30.0,4.0,Desserts,American,bakingwithchildren easydessert egg-freechildren'sparty flour-freebaking kid'sparty no-bakecheesecakes birthdayparty father'sday partyfood cheesecake creamcheese eggfree nutfree pregnancyfriendly vegetarian,desserts,american,desserts american bakingwithchildren easydessert egg-freechildren'sparty flour-freebaking kid'sparty no-bakecheesecakes birthdayparty father'sday partyfood cheesecake creamcheese eggfree nutfree pregnancyfriendly vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/easy_no-cook_cheesecake_89811_16x9.jpg
Korean lamb shanks with swede and potato mash,This familiar dish gets a Korean makeover that�s well worth the wait.,https://www.bbc.co.uk/food/recipes/slow_cooked_spiced_lamb_92752,"spice up your roast, korean kitchen, winter warmers, father's day, mother's day, valentine's day, winter, lamb shank, egg free, pregnancy friendly, Saturday Kitchen",12.0,4.5,Main course,Korean,spiceupyourroast koreankitchen winterwarmers father'sday mother'sday valentine'sday winter lambshank eggfree pregnancyfriendly saturdaykitchen,maincourse,korean,maincourse korean spiceupyourroast koreankitchen winterwarmers father'sday mother'sday valentine'sday winter lambshank eggfree pregnancyfriendly saturdaykitchen,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/slow_cooked_spiced_lamb_92752_16x9.jpg
Real guacamole,"Check out the easy, authentic guacamole that the Hairy Bikers brought back from their Mexican travels. Serve with nachos.

Each serving provides 247kcal, 3g protein, 6g carbohydrate (of which	4g saturates),	 22g fat (of which 5g saturates), 6g fibre and 0g salt.",https://www.bbc.co.uk/food/recipes/realguacamole_81424,"quick, american snacks, dairy-free dips, delicious dips, family picnic, gluten-free kids party, healthy fats, sport tv dinners, tex-mex, birthday party, party food, picnic, veganuary, guacamole, avocado, dairy free, egg free, gluten free, healthy, nut free, pregnancy friendly, vegan, vegetarian",14.0,4.8,Side dishes,Mexican,quick americansnacks dairy-freedips deliciousdips familypicnic gluten-freekidsparty healthyfats sporttvdinners tex-mex birthdayparty partyfood picnic veganuary guacamole avocado dairyfree eggfree glutenfree healthy nutfree pregnancyfriendly vegan vegetarian,sidedishes,mexican,sidedishes mexican quick americansnacks dairy-freedips deliciousdips familypicnic gluten-freekidsparty healthyfats sporttvdinners tex-mex birthdayparty partyfood picnic veganuary guacamole avocado dairyfree eggfree glutenfree healthy nutfree pregnancyfriendly vegan vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/realguacamole_81424_16x9.jpg
Chinese chicken curry,"A crowd-pleasing easy chicken curry, packed with Chinese flavours. Serve over rice.

Each serving provides 487 kcal, 37g protein, 66g carbohydrates (of which 10.5g sugars), 7g fat (of which 1.5g saturates), 4.5g fibre and 2g salt. ",https://www.bbc.co.uk/food/recipes/chinese_chicken_curry_90700,"quick, 500-calorie dinners, easy chinese, fruit in savoury dinners, healthy comfort food, healthy curry, low-calorie comfort food, low-calorie fakeaways, one pot chicken, easy family dinners, student food, chicken curry, chicken thigh, dairy free, egg free, pregnancy friendly",32.0,4.5,Main course,Chinese,quick 500-caloriedinners easychinese fruitinsavourydinners healthycomfortfood healthycurry low-caloriecomfortfood low-caloriefakeaways onepotchicken easyfamilydinners studentfood chickencurry chickenthigh dairyfree eggfree pregnancyfriendly,maincourse,chinese,maincourse chinese quick 500-caloriedinners easychinese fruitinsavourydinners healthycomfortfood healthycurry low-caloriecomfortfood low-caloriefakeaways onepotchicken easyfamilydinners studentfood chickencurry chickenthigh dairyfree eggfree pregnancyfriendly,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/chinese_chicken_curry_90700_16x9.jpg
Apple cake,"Packed with nuts and spices, this autumnal cake is great for using up apples that are past their best.",https://www.bbc.co.uk/food/recipes/applecake_90046,"apple cakes, autumnal baking, afternoon tea, cake, apple, vegetarian, summer, autumn, winter, Something for the Weekend",13.0,4.4,Cakes and baking,,applecakes autumnalbaking afternoontea cake apple vegetarian summer autumn winter somethingfortheweekend,cakesandbaking,nan,cakesandbaking nan applecakes autumnalbaking afternoontea cake apple vegetarian summer autumn winter somethingfortheweekend,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/applecake_90046_16x9.jpg
Panforte,"This Italian speciality is perfect for homemade gifts or for finishing a festive meal, simply served with dessert wine or coffee. 
",https://www.bbc.co.uk/food/recipes/panforte_54621,"christmas gifts, italian-inspired desserts, world baking, boxing day, christmas, sweets, candied peel, date, dairy free, egg free, vegetarian",11.0,3.7,Cakes and baking,Italian,christmasgifts italian-inspireddesserts worldbaking boxingday christmas sweets candiedpeel date dairyfree eggfree vegetarian,cakesandbaking,italian,cakesandbaking italian christmasgifts italian-inspireddesserts worldbaking boxingday christmas sweets candiedpeel date dairyfree eggfree vegetarian,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/panforte_54621_16x9.jpg
Celebration chocolate cake,A moist chocolate cake that really can�t go wrong and keeps well for birthday parties. It has a wonderful white chocolate icing so the contrast looks stunning too.,https://www.bbc.co.uk/food/recipes/celebration_chocolate_18175,"quick, the best chocolate cakes, mary berry's easter, afternoon tea, birthday party, easter, spring recipes , chocolate cake, cocoa powder, white chocolate, nut free, pregnancy friendly, vegetarian, The Mary Berry Story",25.0,4.2,Cakes and baking,,quick thebestchocolatecakes maryberry'seaster afternoontea birthdayparty easter springrecipes chocolatecake cocoapowder whitechocolate nutfree pregnancyfriendly vegetarian themaryberrystory,cakesandbaking,nan,cakesandbaking nan quick thebestchocolatecakes maryberry'seaster afternoontea birthdayparty easter springrecipes chocolatecake cocoapowder whitechocolate nutfree pregnancyfriendly vegetarian themaryberrystory,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/celebration_chocolate_18175_16x9.jpg
Lasagne al forno,"This is Mary's classic lasagne recipe which has been perfected over the years. For the best results leave the lasagne to stand for six hours before cooking. 

Each serving provides 861 kcal, 50g protein, 56g carbohydrates (of which 17g sugars), 47g fat (of which 23g saturates), 5.5g fibre and 1.4g salt. ",https://www.bbc.co.uk/food/recipes/mary_berrys_lasagne_al_16923,"batch cook, comfort food, food for giving, italian comfort food, italian family meals, make-ahead dinners, mary berry favourites, mary berry mains, proper pub grub, autumn, dinner party, winter, lasagne, beef mince, lasagne, nut free, pregnancy friendly, The Mary Berry Story",112.0,4.5,Main course,Italian,batchcook comfortfood foodforgiving italiancomfortfood italianfamilymeals make-aheaddinners maryberryfavourites maryberrymains properpubgrub autumn dinnerparty winter lasagne beefmince lasagne nutfree pregnancyfriendly themaryberrystory,maincourse,italian,maincourse italian batchcook comfortfood foodforgiving italiancomfortfood italianfamilymeals make-aheaddinners maryberryfavourites maryberrymains properpubgrub autumn dinnerparty winter lasagne beefmince lasagne nutfree pregnancyfriendly themaryberrystory,https://ichef.bbci.co.uk/food/ic/food_16x9_832/recipes/mary_berrys_lasagne_al_16923_16x9.jpg
