id,title,description,recipeLink,keywords,recipeType,ratingCount,ratingValue,authorType,authorName,prepTime,cookTime,recipeCategory,recipeCuisine,serving,nutrition,suitableForDiet,gotImage
2736,Sunken chocolate amaretto cake,"This is one of those dark, squidgy-bellied chocolate cakes that I turn to gratefully when I have friends over to supper; a gratitude that is always reciprocated. The mixture of ground almonds and amaretto gives a marzipan kick, balancing the bitterness of the chocolate. The amaretti cream alongside brings both smoothness and a fine honeycomb crunch to the velvetiness of the cake. 

Equipment: You will need a 20cm/8in springform cake tin.",https://www.bbc.co.uk/food/recipes/sunken_chocolate_42872,"the best chocolate cakes, autumnal baking, boozy puddings, dark chocolate treats, easter desserts, easy father�s day, excellent easter chocolate , flour-free baking, gluten-free baking, gluten-free cake, gluten-free christmas, gluten-free valentine's day , luxury christmas desserts, new year's desserts, nigella's christmas, nigella's new year's dinner party, nigella's nye party food, weekday cakes, boxing day, christmas, dinner party, chocolate cake, dark chocolate, ground almonds, amaretti, gluten free, pregnancy friendly, vegetarian, Nigella: At My Table",Recipe,20,46,Person,Nigella Lawson,0.00:30:00,0.01:00:00,Cakes and baking,,Makes 10�12 slices,,"['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
2737,Chocolate banana cake,"If chocolate banana bread wasn't delicous enough, go even fruther with added white chocolate and hazelnuts. You can freestyle on this chocolatey loaf, by switching up the nuts or mixing in milk and white chocolate.",https://www.bbc.co.uk/food/recipes/chocolate_banana_cake_06955,"lazy day cakes, big night in banana bread challenge, using up bananas, afternoon tea, bonfire night, easter, recipes for kids, banana bread, banana, pregnancy friendly, vegetarian",Recipe,11,4.81818E+15,Person,Mari Williams,0.00:30:00,0.01:00:00,Cakes and baking,,Serves 8�10,,['http://schema.org/VegetarianDiet'],FALSO
2738,Vegan brownies,"We've done it! We've created the perfect, fudgy, rich vegan brownie recipe. Add a fistful of vegan chocolate chips to make your brownies extra decadent.  

You will need a 20 x 30cm/8 x 12in baking tin.</br>
</br>
</br>Each serving provides 374 kcal, 3.5g protein, 48g carbohydrate (of which 37g sugars), 18.5g fat (of which 6.5g saturates), 2g fibre and 0.25g salt.
",https://www.bbc.co.uk/food/recipes/vegan_brownies_49409,"vegan bakes, bake sale ideas, dairy-free baking, easy picnic snacks, tasty snack, eggless cakes and baking, egg-free desserts, little treats, mother's day gifts, vegan cake, vegan christmas dinner, vegan comfort food, vegan desserts, vegan easter ideas, birthday party, easter, father's day, halloween, mother's day, valentine's day, veganuary, Brownie, dark chocolate, dairy free, egg free, nut free, pregnancy friendly, vegan, vegetarian",Recipe,9,4.11111E+15,Person,Annie Rigg,0.00:30:00,0.01:00:00,Cakes and baking,American,Makes 12 squares,"{'calories': '374kcal', 'carbohydrateContent': '48g', 'fatContent': '18.5g', 'fiberContent': '2g', 'proteinContent': '3.5g', 'saturatedFatContent': '6.5g', 'sugarContent': '37g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2739,Yorkshire pudding ,"Mary Berry's Yorkshire pudding recipe is foolproof. She's been making them to serve with Sunday lunches for many years. 

Equipment and preparation: you will need a 12-hole deep bun tin, or two four-hole Yorkshire pudding tins or a large roasting tin.

Each serving provides 197 kcal, 7g protein, 14.5g carbohydrates (of which 2g sugars), 12g fat (of which 3g saturates), 0.7g fibre and 0.3g salt.",https://www.bbc.co.uk/food/recipes/yorkshire_pudding_69240,"quick, best ever boxing day, christmas sides, classic sunday roasts, traditional roast beef dinner, english regional classics , friendmas, mary berry's easter, mary berry's roast dinners, quick sides for roast dinner, autumn, christmas, easter, new year and hogmanay, roast dinner, st george's day, winter, Yorkshire pudding, egg, nut free, pregnancy friendly, vegetarian, Mary Berry Cooks",Recipe,99,4.87879E+15,Person,Mary Berry,0.00:30:00,0.00:30:00,Side dishes,British,Serves 6,"{'calories': '197kcal', 'carbohydrateContent': '14.5g', 'fatContent': '12g', 'fiberContent': '0.7g', 'proteinContent': '7g', 'saturatedFatContent': '3g', 'sugarContent': '2g'}",['http://schema.org/VegetarianDiet'],FALSO
2740,Mary Berry's lemon meringue cupcakes,"Mary Berry's lemon meringue cupcakes have a lemon curd centre with a swirly meringue top to make a classy and irresistible addition to afternoon tea.

For this recipe you will need an electric hand whisk.",https://www.bbc.co.uk/food/recipes/lemon_meringue_cupcakes_41613,"quick, brilliant baking twists, mary berry's easter, afternoon tea, birthday party, easter, mother's day, spring recipes , cupcakes, lemon, lemon curd, nut free, pregnancy friendly, vegetarian, Mary Berry Everyday",Recipe,9,4.44444E+15,Person,Mary Berry,0.00:30:00,0.00:30:00,Cakes and baking,,Makes 12 cupcakes,,['http://schema.org/VegetarianDiet'],FALSO
2741,Easy lemon drizzle cake,This wonderfully simple lemon drizzle cake recipe is super-quick to prepare and perfect for weekend baking with the kids.,https://www.bbc.co.uk/food/recipes/easy_lemon_drizzle_cake_78533,"lazy day cakes, all in one cakes, baking with children, birthday cake, delightful drizzle cakes, easy cake, the best cake, how to make cakes, �i can�t believe they�re so cheap� cakes and bakes , easy cakes for mother�s day, retro baking, the best lemon cake, using up older fruits, ve day baking, easter, father's day, mother's day, recipes for kids, spring recipes , lemon cake, lemon, nut free, pregnancy friendly, vegetarian",Recipe,74,4.2973E+15,Person,Becca Spry,0.00:30:00,0.01:00:00,Cakes and baking,British,Serves 8�10,,['http://schema.org/VegetarianDiet'],FALSO
2742,Mary's chocolate cake,Chocolate cake meets Victoria sponge in Mary's easiest ever chocolate cake recipe filled with cream and jam. ,https://www.bbc.co.uk/food/recipes/definitivechocolatec_72226,"quick, 9 easter cakes you have to make, the best chocolate cakes, baking with children, birthday cake, easter baking, easy cake, easy easter baking, how to make cakes, �i can�t believe they�re so cheap� cakes and bakes , learning the basics for kids, mary berry's easter, mary berry's easy cakes, easy cakes for mother�s day, afternoon tea, birthday party, easter, father's day, mother's day, chocolate cake, cocoa powder, nut free, pregnancy friendly, vegetarian, Saturday Kitchen",Recipe,60,4.11667E+15,Person,Mary Berry,0.00:30:00,0.00:30:00,Cakes and baking,British,Serves 8�10,,['http://schema.org/VegetarianDiet'],FALSO
2743,Mary Berry�s slow roast leg of lamb with ratatouille,All-in-one pan roast lamb with an aromatic coating and ratatouille-style vegetables. Once it�s in the oven you can forget about it for 4 hours. Great for feeding a crowd because you can make it in advance and forget about it.,https://www.bbc.co.uk/food/recipes/mary_berrys_slow_roasted_76300,"instagram, lovely lamb, mary berry's roast dinners, perfect pot-roasts, sunday lunch for a crowd, easter, easy family dinners, roast dinner, roast lamb, leg of lamb, dairy free, egg free, nut free, pregnancy friendly, Mary Berry's Simple Comforts",Recipe,13,4.38462E+15,Person,Mary Berry,0.00:30:00,0.02:00:00,Main course,,Serves 6,,['http://schema.org/LowLactoseDiet'],FALSO
2744,Italian veggie balls,"Lentils and nuts make these tasty vegetarian meatballs a protein-packed meal, while spinach provides an iron boost. Why not double the meatball recipe and use in wraps and salads for lunch-laziness the rest of the week?

Each serving provides 798kcal, 33g protein, 109g carbohydrate (of which 21g sugars), 21g fat (of which 2.5g saturates), 16.5g fibre and 0.9g salt.",https://www.bbc.co.uk/food/recipes/italian_veggie_balls_67591,"meat-less balls, perfect pulses, vegetarian italian, vegetarian pasta, autumn, easter, healthy summer, pasta, brown lentil, healthy, pregnancy friendly, vegetarian",Recipe,5,48,Person,Sarah Cook,0.01:00:00,0.01:00:00,Main course,Italian,Serves 4 generously,"{'calories': '798kcal', 'carbohydrateContent': '109g', 'fatContent': '21g', 'fiberContent': '16.5g', 'proteinContent': '33g', 'saturatedFatContent': '2.5g', 'sugarContent': '21g'}","['http://schema.org/LowCalorieDiet', 'http://schema.org/VegetarianDiet']",FALSO
2745,Lamb stew,"Lamb stew made with neck fillet is economical and extremely tasty, the rosemary dumplings add the perfect finish.",https://www.bbc.co.uk/food/recipes/lambstewwithrosemary_90363,"st david's day menu, winter stews, winter warmers, wonderful welsh, easter, st david's day, winter, stew, lamb neck, suet, egg free, nut free, spring, summer, autumn, Saturday Kitchen Best Bites",Recipe,7,3.85714E+15,Person,Bryn Williams,0.00:30:00,0.02:00:00,Main course,British,Serves 4,,[],FALSO
2746,Roast chicken,"Roast chicken is a dish for all seasons. Serve with a green salad and some crusty bread in summer or with roast potatoes, carrots and peas for winter. Use our <a href=""https://www.bbc.co.uk/food/articles/roast-calculator"">roasting calculator</a> to work out the exact times and temperatures for your roast.

Each serving provides 270 kcal, 46g protein, 0g carbohydrates (of which 0g sugars), 9.5g fat (of which 2.5g saturates), 0g fibre and 0.6g salt.",https://www.bbc.co.uk/food/recipes/roastchicken_90247,"classic sunday roasts, lighter sunday lunch, lower salt chicken, passover food ideas , spring st george's menu, christmas, easter, mother's day, passover, roast dinner, roast chicken, chicken, dairy free, egg free, gluten free, nut free, pregnancy friendly",Recipe,16,45,Person,Mike Robinson,0.00:30:00,0.02:00:00,Main course,,Serves 4-6,"{'calories': '270kcal', 'carbohydrateContent': '0g', 'fatContent': '9.5g', 'fiberContent': '0g', 'proteinContent': '46g', 'saturatedFatContent': '2.5g', 'sugarContent': '0g'}","['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet']",FALSO
2747,Roasted chump of lamb with rustic ratatouille,Boneless lamb chump with heaps of roasted vegetables. A delicious way to your five a day.,https://www.bbc.co.uk/food/recipes/roastedchumpoflambwi_86470,"spice up your roast, healthy lamb, spring lamb, summer sunday lunch, easter, spring recipes , summer dinner, roast lamb, egg free, gluten free, nut free, pregnancy friendly, summer, autumn, Saturday Kitchen Best Bites",Recipe,3,5,Person,Galton Blackiston,0.00:30:00,0.01:00:00,Main course,French,Serves 4,,['http://schema.org/GlutenFreeDiet'],FALSO
2748,Gluten-free Venetian carrot cake,"I long thought that carrot cake was an American invention, until I found out that an early version was made by Venetian Jews in the original ghetto. This modest disc is not much to look at - apart from a glorious golden-ness - but it is divine to eat. Only those with less austere eating habits will care to dollop alongside each damply crumbling wedge of cake my Italianate nod to the American cream-cheese frosting � a soft, rum-flavoured mascarpone cream.",https://www.bbc.co.uk/food/recipes/gluten-free_and_11807,"bake sale ideas, brilliant baking twists, crazy for carrots, dairy-free baking, gluten-free baking, gluten-free cake, gluten-free dessert recipes , italian-inspired desserts, world baking, birthday party, easter, winter, carrot cake, carrot, dairy free, gluten free, vegetarian, winter, autumn, Nigella Kitchen",Recipe,9,4.44444E+15,Person,Nigella Lawson,0.00:30:00,0.01:00:00,Cakes and baking,Italian,Serves 8-10,,"['http://schema.org/LowLactoseDiet', 'http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
2749,Vegetarian moussaka ,"A really easy gluten-free and vegetarian moussaka is the comfort food every veggie needs in their life. 

Each serving provides 347 kcal, 17g protein, 45g carbohydrates (of which 11g sugars), 9g fat (of which 5g saturates), 9g fibre and 1.1g salt.",https://www.bbc.co.uk/food/recipes/red_lentil_and_aubergine_33187,"autumnal veggie feasts, full of beans , high-fibre meals, veggie comfort food, new ways with aubergines, winter vegetarian meals, autumn, easter, winter, moussaka, red lentil, egg free, gluten free, nut free, vegetarian, Eat Well for Less?",Recipe,66,3.98485E+15,Organization,BBC Food,0.00:30:00,0.01:00:00,Main course,Greek,Serves 4�6,"{'calories': '347kcal', 'carbohydrateContent': '45g', 'fatContent': '9g', 'fiberContent': '9g', 'proteinContent': '17g', 'saturatedFatContent': '5g', 'sugarContent': '11g'}","['http://schema.org/GlutenFreeDiet', 'http://schema.org/VegetarianDiet']",FALSO
2750,Easy carrot cake,"This is a fool-proof, easy and superbly delicious carrot cake recipe. Topped with cream cheese frosting, its a winner.",https://www.bbc.co.uk/food/recipes/how_to_make_carrot_cake_28928,"baking with vegetables, easy picnic bakes, how to make cakes, easy cakes for mother�s day, afternoon tea, birthday party, easter, mother's day, carrot cake, carrot, pregnancy friendly, vegetarian",Recipe,20,485,Person,William Leigh,0.00:30:00,0.02:00:00,Cakes and baking,American,Serves 8-10,,['http://schema.org/VegetarianDiet'],FALSO
2751,Slow-cooker roast beef,This all-in-one slow cooker roast beef joint means you don�t have to lose your weekend in the kitchen to enjoy a traditional Sunday roast dinner. ,https://www.bbc.co.uk/food/recipes/slow-cooker_sunday_roast_64729,"slow cooker family favourites, slow cooker, autumn, easter, roast dinner, winter, roast beef, brisket, nut free, pregnancy friendly",Recipe,1,5,Person,Sarah Cook,0.00:30:00,0.02:00:00,Main course,British,Serves 6,,[],FALSO
2752,Tsoureki (Greek Easter loaf),"Mahlab is a spice made from ground cherry stones and, along with piney gum mastic, gives this Greek Easter bread its distinctive flavour. Hardboiled eggs dyed red and pressed into the bread give its distinctive look.",https://www.bbc.co.uk/food/recipes/tsoureki_bread_greek_90667,"easter, bread, egg, nut free, pregnancy friendly, vegetarian, The Great British Bake Off",Recipe,1,4,Person,Paul Hollywood,0.02:00:00,0.00:30:00,Cakes and baking,Greek,Serves 6-8,,['http://schema.org/VegetarianDiet'],FALSO
2753,Rhubarb crumble,"James Martin�s classic rhubarb crumble recipe will take you to comfort food heaven in six short steps and under an hour.

Each serving provides 630 kcal, 6g protein, 97g carbohydrates (of which 59g sugars), 23g fat (of which 14.5g saturates), 4g fibre and 0.5g salt.",https://www.bbc.co.uk/food/recipes/rhubarbcrumble_11396,"easy british, easter, roast dinner, st george's day, winter, rhubarb crumble, rhubarb, egg free, nut free, pregnancy friendly, vegetarian, spring, Housecall",Recipe,33,4.84848E+15,Person,James Martin,0.00:30:00,0.01:00:00,Desserts,British,Serves 4,"{'calories': '630kcal', 'carbohydrateContent': '97g', 'fatContent': '23g', 'fiberContent': '4g', 'proteinContent': '6g', 'saturatedFatContent': '14.5g', 'sugarContent': '59g'}",['http://schema.org/VegetarianDiet'],FALSO
2754,Chocolate and peanut butter cornflake cakes,"Children will enjoy helping to make these ever-popular treats; ask them to stir in the cornflakes, but remind them to go gently so the cornflakes don�t get crushed to a powder. Top them with sprinkles, mini marshmallows or mini eggs, if you wish.

Read the recipe tip if you need this recipe to be vegan.",https://www.bbc.co.uk/food/recipes/chocolate_and_peanut_84329,"quick, baking with children, easter baking with kids, excellent easter chocolate , easter, milk chocolate, egg free, pregnancy friendly, vegan, vegetarian",Recipe,4,5,Person,Izy Hossack,0.00:30:00,0.00:10:00,Cakes and baking,,Makes 12,,"['http://schema.org/VeganDiet', 'http://schema.org/VegetarianDiet']",FALSO
2755,Chocolate martini with raspberry shortbread,"A boozy treat, this is a great way to use up excess chocolate eggs at Easter but definitely one for grown-ups only! ",https://www.bbc.co.uk/food/recipes/chocolate_martini_45543,"quick, easter, cocktail, chocolate, egg free, nut free, vegetarian, Saturday Kitchen",Recipe,,,Person,Matt Tebbutt,0.00:30:00,0.00:30:00,Drinks and cocktails,,Serves 3�4,,['http://schema.org/VegetarianDiet'],FALSO
